H19	-0.092044
HBE1	-0.088671
EOMES	0.086876
TXNIP	-0.078643
DNAH2	-0.074156
CBLN2	-0.072878
PANX2	-0.072128
MYL7	-0.071569
CST1	0.070988
ACTA2	-0.067334
SMYD1	-0.066374
LEFTY2	0.064404
HOXB2	-0.062562
MESP1	0.061090
DGKI	-0.061034
SLC30A3	-0.060112
ZIC2	0.059813
VCAN	-0.059548
MEIS1	-0.058304
TNC	-0.056808
RGL1	-0.055630
HAPLN1	-0.054659
SP5	0.053896
SNORA12	0.053540
SHISA3	0.052973
RARRES2	0.052783
CYP26A1	0.052180
BCAR3	0.052057
MT1X	0.051787
ACTN3	0.051309
NPY	-0.050948
SC5D	-0.050902
ACKR3	-0.050309
MT2A	-0.050181
CYB5D1	-0.049843
OTX1	0.049293
IFITM1	0.048958
RIPPLY1	0.048529
SAMD3	0.048498
SYNPO2L	-0.048138
MFAP4	0.048048
SHISA2	0.048026
RGS4	-0.047490
SLC17A8	-0.047436
SERPINE2	0.047335
PBX3	-0.047213
SOX3	-0.046224
TFPI	0.046193
ASS1	0.045855
LGALS1	0.045806
VIM	-0.045743
BST2	0.044647
RFTN1	-0.044355
CRABP1	0.044350
DEFB1	0.044336
LYPD6B	-0.044034
LINC01405	0.043249
SNORD3A	0.042907
C16orf92	0.042765
SVEP1	-0.042699
ADM	0.042380
LRRN4	-0.041315
DLK1	0.041277
CGNL1	-0.040608
MYL4	-0.040333
FAM65B	0.040230
MYOZ3	0.040145
PKDCC	0.040082
RRAS	0.040077
LOX	0.039935
NKX3-1	-0.039911
COL22A1	-0.039753
MLLT11	-0.039647
RHOU	-0.039574
ATF7IP2	-0.039214
ENO2	0.038494
EPHA4	-0.038407
SAT1	0.038361
LIX1	-0.038112
COL13A1	0.038083
MYLK3	-0.037685
EBF3	0.037446
NKX2-2	0.036863
EGR1	0.036772
HAND1	0.036696
FOXI2	0.036643
COL23A1	0.035849
PDGFRA	-0.035752
MMP11	-0.035578
IMPAD1	-0.035367
RIPPLY3	0.035060
NELFCD	-0.035005
GSTO2	0.034877
RBM20	-0.034840
CLDN11	0.034765
WNT5A	-0.034699
LEF1	-0.034539
DMBX1	0.034468
OLFML2A	0.034368
TTYH1	0.034276
TUBB2A	0.033989
WFDC2	0.033885
MT1G	-0.033754
HHEX	0.033529
TMEM54	0.033361
TWIST1	0.033178
CHST7	0.033020
SNORD3D	0.032974
FZD2	0.032953
MAGEB3	-0.032722
TMEM100	-0.032721
KDR	0.032543
LAMA1	-0.032415
OLFML3	0.032375
HEY1	-0.032161
LYPD6	-0.032003
POPDC2	-0.031989
SOX15	0.031934
PPP1R13B	-0.031865
C15orf61	0.031689
ZIC3	0.031570
SNORD3C	0.031310
MACROD1	0.031172
PAPPA	0.030977
RAB17	0.030859
MIR503HG	-0.030853
NKX3-2	-0.030545
C17orf49	0.030314
RHOBTB3	-0.030236
MYH6	-0.030176
PCDHB5	0.030147
DDIT4L	0.030110
TNNT1	0.030063
IGSF21	0.030028
TNNT2	-0.029863
LRIG3	0.029782
EFEMP1	0.029722
NR0B1	-0.029638
EVA1B	0.029589
EDNRB	0.029586
FAM71E1	0.029500
CXCR4	0.029493
GLTP	-0.029373
EMILIN2	-0.029316
VWF	0.029288
CCDC109B	-0.029189
CA11	0.029185
FRMD6	-0.029069
NXPH2	-0.028807
SPON1	-0.028799
PRPH	0.028790
RDH10	-0.028506
TMEM101	0.028443
RAB25	0.028357
CCND1	0.028326
SOX17	0.028319
SLC18B1	0.028232
SPARC	0.028223
CAP2	-0.028172
EBF2	0.028054
HAND2	-0.027961
GNG11	-0.027959
FAM118A	-0.027929
CCDC14	-0.027861
GJA1	0.027792
LRRC32	-0.027758
SLC47A1	-0.027703
ARHGDIB	-0.027673
LIME1	-0.027624
MOXD1	0.027547
TUBB6	-0.027466
BMP7	-0.027351
MEF2C	-0.027279
FAM46B	0.027275
NAALAD2	-0.027270
MYH10	-0.027195
ARGLU1	-0.027193
CLYBL	0.026986
CREG1	-0.026976
SMIM24	0.026945
PAQR8	-0.026882
TOPBP1	-0.026744
RASL11B	0.026720
FRZB	-0.026705
CRELD2	-0.026693
PCNT	-0.026553
SNORA61	-0.026526
PCDH10	0.026461
LGALS3BP	0.026407
PMEL	0.026331
IER5	0.026290
BTAF1	-0.026289
PTPMT1	0.026235
IGF2R	-0.026213
STOM	0.026138
STK36	-0.026072
EEF1A2	0.025984
FKBP1B	0.025909
KIF1A	0.025892
IL6	0.025880
PKP2	-0.025825
STC2	-0.025811
CHP2	0.025730
OTX2	0.025730
STMN3	-0.025705
SEMA5B	0.025670
NEFL	0.025664
UPK1A	0.025616
JMJD7-PLA2G4B	-0.025609
KCNMB4	0.025590
SOWAHC	0.025444
COL9A2	-0.025441
PPP2R5A	0.025431
GUCY1A3	-0.025425
FNBP4	-0.025312
SYT11	0.025264
NUDT14	0.025248
SLC35D2	0.025178
TM4SF18	0.025078
EPCAM	0.025003
C18orf54	0.024868
MYO5C	-0.024848
SIX1	0.024826
TNMD	0.024824
CHST9	0.024804
AP1S2	-0.024690
LIMA1	-0.024662
CBLC	0.024614
ALDH1A2	-0.024551
FZD4	-0.024543
HAUS4	0.024538
ZNF581	0.024499
ALPK2	-0.024470
MIB2	0.024422
CENPF	-0.024397
C2orf40	0.024327
CDK6	-0.024263
OVOL2	0.024223
INTS3	-0.024209
NELL2	-0.024140
ANGPTL2	-0.024131
HSPB1	0.024106
SNTB1	0.024071
CLDN3	0.024045
